Sentence ID,Sentences
file-katl_e_bayan-1507111042__43.0,दानवीर - सबल की सफलता तो निर्बल की छाती पर टिकी है । 
file-katl_e_bayan-1507111042__43.1,दानवीर - सबल की छाती पर निर्बल की सफलता तो टिकी है । 
file-katl_e_bayan-1507111042__44.0,शोषक समाज शेर की तरह कमजोर आदमी का शिकार कर रहा है । 
file-katl_e_bayan-1507111042__44.1,शोषक समाज शिकार कमजोर आदमी का शेर की तरह कर रहा है । 
file-katl_e_bayan-1507111042__44.2,शेर की तरह शोषक समाज कमजोर आदमी का शिकार कर रहा है । 
file-katl_e_bayan-1507111042__44.3,शेर की तरह शिकार कमजोर आदमी का शोषक समाज कर रहा है । 
file-katl_e_bayan-1507111042__44.4,शिकार शोषक समाज कमजोर आदमी का शेर की तरह कर रहा है । 
file-katl_e_bayan-1507111042__44.5,शिकार शेर की तरह कमजोर आदमी का शोषक समाज कर रहा है । 
file-katl_e_bayan-1507111042__45.0,यह तो जगजाहिर हो चुका है तभी तो वह दिन दूनी रात चौगुनी तरक्की कर रहा है । 
file-katl_e_bayan-1507111042__45.1,यह तो जगजाहिर हो चुका है तभी तो तरक्की दिन दूनी रात चौगुनी वह कर रहा है । 
file-katl_e_bayan-1507111042__45.2,यह तो जगजाहिर हो चुका है वह तभी तो दिन दूनी रात चौगुनी तरक्की कर रहा है । 
file-katl_e_bayan-1507111042__45.3,यह तो जगजाहिर हो चुका है वह तरक्की दिन दूनी रात चौगुनी तभी तो कर रहा है । 
file-katl_e_bayan-1507111042__45.4,यह तो जगजाहिर हो चुका है तरक्की तभी तो दिन दूनी रात चौगुनी वह कर रहा है । 
file-katl_e_bayan-1507111042__45.5,यह तो जगजाहिर हो चुका है तरक्की वह दिन दूनी रात चौगुनी तभी तो कर रहा है । 
file-katl_e_bayan-1507111042__47.0,"ये शोषक लोग बड़े शातिर होते हैं , मुंह खोलने वालों के सामने हड्डी का टुकड़ा डाल देते हैं ताकि आपस में लड़ते रहें और वे शोषण करते रहें । "
file-katl_e_bayan-1507111042__47.1,"ये शोषक लोग बड़े शातिर होते हैं , मुंह खोलने वालों के सामने हड्डी का टुकड़ा डाल देते हैं ताकि आपस में लड़ते रहें और शोषण वे करते रहें । "
file-katl_e_bayan-1507111042__48.0,इस प्रतिष्ठा के संघर्ष में जातिवाद परमाणु बम की तरह से असरकारी साबित होता है । 
file-katl_e_bayan-1507111042__48.1,इस प्रतिष्ठा के संघर्ष में जातिवाद परमाणु बम की तरह से साबित असरकारी होता है । 
file-katl_e_bayan-1507111042__48.2,इस प्रतिष्ठा के संघर्ष में जातिवाद असरकारी परमाणु बम की तरह से साबित होता है । 
file-katl_e_bayan-1507111042__48.3,इस प्रतिष्ठा के संघर्ष में जातिवाद असरकारी साबित परमाणु बम की तरह से होता है । 
file-katl_e_bayan-1507111042__48.4,इस प्रतिष्ठा के संघर्ष में जातिवाद साबित परमाणु बम की तरह से असरकारी होता है । 
file-katl_e_bayan-1507111042__48.5,इस प्रतिष्ठा के संघर्ष में जातिवाद साबित असरकारी परमाणु बम की तरह से होता है । 
